Date,Elevation (m),Soil Type,Slope Gradient (%),Temperature (°C),Rainfall (mm),Humidity (%),Forest Cover (%),Species Count,Endangered Species (Count),Groundwater Level (m),Surface Water Quality Index,Water Demand (MLD),Urban Area (%),Agricultural Land (%),Industrial Area (%),Flood Risk Level,Earthquake Intensity (Richter),Disaster Preparedness Index,AQI,Water Pollution Index,Waste Generation (tons/day),Population,Employment Rate (%),Policy Initiatives
10/11/2024,258.47,Clayey,2.86,13.1,20,84.1,Forest Cover (%),186,4,22.95,76.6,86.4,44.7,32,16.6,High,4,0.73,179,75.3,304.3,126663,84.1,Yes
10/12/2024,250.99,Loamy,4.79,28.7,5,39.7,Forest Cover (%),153,3,19.12,78.2,86,41.8,34,19.4,High,4.3,0.66,189,63.5,353.7,121605,84.2,No
10/13/2024,255.46,Sandy,4.04,10.4,1,88,Forest Cover (%),193,3,17.84,62.2,119.7,40.5,32.4,15.3,High,3.3,0.59,238,74.6,349.1,126838,74.6,Yes
10/14/2024,255.81,Loamy,4.44,19.3,10,51,Forest Cover (%),171,5,20.05,67.7,86.1,42.6,31.4,15.7,Medium,3.1,0.79,197,73.1,364.4,122195,72.2,No
10/15/2024,256.03,Alluvial,4.78,27.1,50,65.1,Forest Cover (%),191,4,20.91,77.3,115.4,43.1,32.5,19.2,Medium,3.8,0.74,219,70,387,127951,70.2,No
10/16/2024,252.33,Loamy,2.29,35.1,0,46.6,Forest Cover (%),184,5,24.17,74.1,111.3,42.4,33.8,17.1,Medium,3.5,0.74,165,70.1,371.6,121237,74.8,Yes
10/17/2024,259.69,Clayey,3.72,17.6,5,63.9,Forest Cover (%),191,3,16.2,73.7,97.3,44,33.4,19.2,High,4,0.52,143,50.8,330.8,124558,73.7,No
10/18/2024,256.88,Sandy,3.85,34.4,0,35.8,Forest Cover (%),165,4,23.79,87.4,94.1,41.2,30.7,17.7,Medium,3.8,0.74,122,68.4,360.6,123122,84.4,No
10/19/2024,252.89,Alluvial,2.19,19.2,1,76.8,Forest Cover (%),193,4,19.7,86,80.5,40.6,33.5,16.3,High,4,0.57,161,60.2,345.4,122168,81.1,No
10/20/2024,252.65,Sandy,3.39,32.3,2,89.2,Forest Cover (%),190,3,15.6,68.6,105.6,44.8,31.4,16.3,High,3.1,0.68,217,79.5,331.2,122866,67,No
10/21/2024,252.62,Clayey,4.86,14.1,10,61.3,Forest Cover (%),175,3,20.5,79.1,85.7,43.2,34.1,16.3,Medium,4.8,0.8,167,67.7,362.8,124627,65.6,Yes
10/22/2024,250.97,Clayey,4.23,25.9,5,80.4,Forest Cover (%),150,3,18.74,82.8,96.2,41.4,34.8,17.4,Medium,3.1,0.67,162,68.5,394.6,128970,82.5,Yes
10/23/2024,258.78,Sandy,4.29,36.1,5,53.7,Forest Cover (%),198,4,24.36,79.4,106,40.4,33.5,18.4,Low,3.7,0.62,206,77.3,366.7,128580,68.4,No
10/24/2024,250.84,Clayey,4.14,32.2,2,71.1,Forest Cover (%),154,3,16.65,75.7,83.1,44.6,33.4,17,Medium,4.5,0.75,243,55.3,387.2,125561,81.8,Yes
10/25/2024,258.68,Alluvial,3.89,16.7,20,67.3,Forest Cover (%),168,5,18.34,84.5,93.6,44.9,34.2,16.9,Low,3.9,0.68,176,63.1,314.9,120589,83.1,No
10/26/2024,255.56,Loamy,3.58,8.9,1,65.5,Forest Cover (%),160,3,23.27,73.7,106.1,41.7,34,15.9,Medium,3.7,0.78,175,59.4,317.3,121910,81,Yes
10/27/2024,253.09,Sandy,3.74,21.5,0,66.8,Forest Cover (%),181,5,24.49,63.1,93.1,40.6,33.5,17.2,Low,4.6,0.58,243,55.5,307.2,127315,74.7,No
10/28/2024,259.93,Loamy,3.25,37.1,10,67.6,Forest Cover (%),163,4,18.8,85,88.9,42.8,35,19.3,Medium,4.1,0.71,169,54.9,373.6,125607,66.3,Yes
10/29/2024,256.17,Loamy,2.49,38,0,61.7,Forest Cover (%),191,5,20.66,80.1,86.5,44.9,34.6,15.8,High,4.1,0.53,104,78,357,126212,81.4,Yes
10/30/2024,254.42,Clayey,3.15,26.1,50,74.4,Forest Cover (%),197,3,16.59,87.6,88.9,40.9,34.7,15.9,High,4.6,0.77,158,56.1,303,126853,71.8,Yes
10/31/2024,256.03,Clayey,2.02,26.8,0,88.8,Forest Cover (%),186,3,21.9,64.1,111,44.4,31.5,15.2,High,4.6,0.57,237,61.6,369.1,122711,83.2,No
11/1/2024,252.03,Loamy,3.28,23.6,1,61.9,Forest Cover (%),169,5,23.19,72.1,89.5,41.1,32.9,18.5,Low,4.2,0.51,175,51,360.5,129393,81,No
11/2/2024,250.27,Clayey,3.54,13.2,0,78.5,Forest Cover (%),171,4,19.21,70.2,117.3,40.3,31.6,19.5,High,4.2,0.57,234,55.1,354.8,124097,75.9,No
11/3/2024,252.84,Clayey,4.86,32.1,2,34.7,Forest Cover (%),189,3,19,80.2,101.6,41.5,31.7,18.2,Medium,5,0.74,215,71.6,341.6,125982,76.1,Yes
11/4/2024,255.06,Loamy,3.61,31.6,0,46.6,Forest Cover (%),174,5,20.69,81.7,113.9,42.1,32.2,20,Medium,4.7,0.66,113,66.5,356.8,121006,83.6,Yes
11/5/2024,257.38,Alluvial,4.07,23.5,2,81.8,Forest Cover (%),167,5,20.14,89.4,100.9,41.8,30.7,17.2,Low,4.1,0.54,174,57.8,382.5,121699,82.8,Yes
11/6/2024,252.35,Sandy,3.75,33.6,20,76.3,Forest Cover (%),196,4,17.2,62.7,87,40.4,34.8,17.2,High,3.7,0.52,149,71.3,360.8,122122,68.4,No
11/7/2024,259.86,Clayey,4.67,15,1,72.6,Forest Cover (%),191,4,19.36,70,103.3,43,32.4,15.4,Medium,4.6,0.64,180,56.1,358.5,120945,69.4,No
11/8/2024,250.19,Clayey,4.65,14.3,0,36.8,Forest Cover (%),184,3,24.52,64.2,98.2,43.9,31.9,19.2,Low,3.1,0.62,209,76.1,332.8,127941,72.5,Yes
11/9/2024,258.17,Alluvial,3.39,29.8,2,57.1,Forest Cover (%),188,4,17.01,61.8,100.3,40.7,34.9,16.9,Medium,4.8,0.56,184,67.1,369.7,122810,81.1,No
11/10/2024,259.78,Sandy,4.32,20.7,5,71.9,Forest Cover (%),192,3,22.15,78.7,103.8,44,31.8,16.3,Low,4,0.68,232,72.6,353.4,122482,78.6,Yes
11/11/2024,257.78,Loamy,2.23,38.6,10,37.5,Forest Cover (%),167,3,17.82,82.2,84.2,42.3,34,17.5,Medium,3.8,0.64,239,73.5,335.2,121057,72.2,Yes
11/12/2024,252.67,Sandy,4.04,17.5,1,68.4,Forest Cover (%),194,3,20.44,72.5,107,40.7,31.4,19.5,High,3.6,0.52,103,72.2,314.9,127011,74.3,No
11/13/2024,252.25,Clayey,4.48,8.6,10,53.4,Forest Cover (%),157,5,18.21,63.2,118.1,44.2,32.7,16.9,Low,3,0.66,211,77.1,301,120901,79.7,Yes
11/14/2024,259.18,Clayey,2.06,40.4,50,79.2,Forest Cover (%),161,3,19.84,81.7,105.4,41.4,32.5,16.9,Low,5,0.79,162,68.1,368.9,124235,67.4,No
11/15/2024,254.89,Clayey,3.01,21.5,10,87.7,Forest Cover (%),153,4,24.55,61.5,89.8,44.3,34.8,17.2,Low,3.7,0.53,207,53.7,388.4,128517,69.1,Yes
11/16/2024,252.38,Clayey,3.4,40.2,0,46.6,Forest Cover (%),187,4,23.58,79.4,109.1,41.2,32.3,15.6,High,4.2,0.77,209,63.4,303,120289,80.6,No
11/17/2024,259.74,Alluvial,3.47,25.5,20,36.2,Forest Cover (%),171,4,15.62,61.7,95.2,43,34.8,17.4,High,3.8,0.8,154,77.4,348.4,120623,75.5,Yes
11/18/2024,255.11,Alluvial,2.96,31.6,5,34.6,Forest Cover (%),168,3,16.42,60.1,105.2,44.2,33.5,19.4,High,4.3,0.71,137,60.1,320.1,125700,65.9,No
11/19/2024,256.91,Loamy,4.15,20.7,1,57.9,Forest Cover (%),195,4,24.79,68.6,80.7,40.2,32.5,17.1,Low,3.2,0.77,167,76.4,381.1,127037,74.2,No
11/20/2024,250.38,Clayey,4.69,32.6,0,74.5,Forest Cover (%),164,5,21.23,85.8,94.8,43.9,33.8,17.3,Medium,3.9,0.66,246,59.1,337.1,125233,78.6,No
11/21/2024,257.37,Alluvial,3.63,41.5,10,76.8,Forest Cover (%),189,4,16.87,85.7,116.9,45,34.5,17.7,Medium,3.6,0.58,221,74.1,367.9,127853,71.2,No
11/22/2024,253.15,Alluvial,3.66,38.4,2,61.3,Forest Cover (%),165,3,16.72,88.6,80.8,43.9,32.4,15.2,Medium,3.3,0.75,189,52.8,314.1,121485,69.6,Yes
11/23/2024,253.31,Sandy,4.27,38.3,20,61.1,Forest Cover (%),195,5,24.05,86.2,95.9,42.5,33.7,19.1,Low,3.6,0.64,219,58.3,307.1,129749,82,Yes
11/24/2024,251.83,Clayey,4.51,18.5,10,78.6,Forest Cover (%),183,3,16.7,80.9,106.8,41.8,33.7,19.4,Low,3.7,0.51,150,70.5,311.6,128341,84.2,Yes
11/25/2024,252.15,Loamy,4.56,21.5,5,50.9,Forest Cover (%),165,3,17.69,69,116.9,44.9,34.2,15.9,High,3.1,0.63,114,63.9,311.3,122398,74.6,No
11/26/2024,259.37,Loamy,3,11.2,0,55.3,Forest Cover (%),166,3,16.89,86.8,119.4,42.4,30.3,15.6,High,3.2,0.8,136,76.4,392.1,121975,73.7,Yes
11/27/2024,257.84,Sandy,2.31,31,50,84.5,Forest Cover (%),174,3,23.08,75.5,88.8,42.3,33.9,15.1,Low,3.8,0.67,177,76.8,364.5,129939,73.8,No
11/28/2024,255.97,Alluvial,4.27,23.7,10,31.4,Forest Cover (%),168,3,21.64,80.8,87.5,41,33.5,15.2,Medium,4.8,0.57,214,51.3,389.3,123901,82.8,Yes
11/29/2024,250.15,Clayey,3.88,40.1,0,85.6,Forest Cover (%),196,4,20.14,65.1,82.6,41.7,34.4,16.2,High,4.8,0.71,154,79.9,378.2,122451,75.2,No
11/30/2024,251.29,Clayey,3.25,24.8,2,48.2,Forest Cover (%),153,3,19.93,81,117.9,43.6,33.3,16.6,Low,4.9,0.58,172,73.4,386.9,121440,69.9,No
12/1/2024,251.62,Loamy,2.55,16.5,2,86.8,Forest Cover (%),179,4,17.16,75.4,82.5,42.3,32.8,20,Low,3.4,0.58,219,55,396.9,123172,70.6,No
12/2/2024,254.43,Alluvial,2.55,24.1,0,81.6,Forest Cover (%),187,3,24.93,74.6,114.2,41.6,34.3,18.7,Low,4.8,0.55,117,61.4,328.1,124131,66.5,Yes
12/3/2024,251.93,Alluvial,4.66,9,5,88.6,Forest Cover (%),182,3,16.87,78.4,95.4,44.8,32.9,15.5,High,3.3,0.55,195,71.5,355.6,123811,70.5,Yes
12/4/2024,256.93,Sandy,2.56,16.1,20,40.6,Forest Cover (%),150,3,22.39,78.4,97.5,40.9,34.4,19,Medium,4.3,0.73,208,52.5,350.5,125114,71,Yes
12/5/2024,255.59,Sandy,3.53,32.2,10,47.9,Forest Cover (%),198,4,20.87,74.7,97.4,44.6,34.4,17.6,High,4.9,0.54,148,64.8,332.6,129029,79.5,Yes
12/6/2024,255.87,Loamy,3.59,23.7,0,36.8,Forest Cover (%),155,4,15.29,80.7,115.9,40.9,34.8,18.5,Medium,4.9,0.6,229,55.4,301.9,121063,71.4,No
12/7/2024,257.74,Clayey,4.59,24.4,20,86.6,Forest Cover (%),180,4,22.89,89.9,99.5,43.6,33.6,16.5,High,3.5,0.72,154,53.5,338.6,129997,83.4,No
12/8/2024,259.85,Alluvial,3.89,22.6,0,46.1,Forest Cover (%),188,4,22.65,82.7,117.6,41.9,30.2,16.5,Medium,4,0.52,101,73.5,311.5,121882,76.9,Yes
12/9/2024,258.82,Loamy,3.2,26.1,2,67.3,Forest Cover (%),192,3,15.81,83.7,102.9,43.3,32.1,16.6,High,3.9,0.52,118,73.2,352.1,128429,78.8,Yes
12/10/2024,250.03,Sandy,2.55,30.9,2,79.2,Forest Cover (%),195,5,16.07,75.9,110.4,44.8,33.7,18.1,High,3.7,0.78,111,53.4,394.1,121730,69.1,Yes
12/11/2024,252.4,Loamy,4.88,39.8,0,78.6,Forest Cover (%),172,5,19.14,86.9,108.2,43.9,32,17.5,Low,3.1,0.66,171,50.7,300.6,123523,77.6,Yes
12/12/2024,252.72,Alluvial,4.03,29.5,0,50.3,Forest Cover (%),189,4,21.22,68.2,80.2,43.3,30.4,18.9,High,4.9,0.52,131,76.3,361.1,124650,65.9,No
12/13/2024,258.68,Clayey,2.85,28.8,2,85.2,Forest Cover (%),199,4,23.61,89.5,92,42.1,33.3,17.3,Medium,4.5,0.51,247,54.8,325,126582,77.3,Yes
12/14/2024,257.37,Alluvial,3.24,18,20,69.9,Forest Cover (%),197,3,18.67,76.6,111.1,44.5,30.6,15.7,Medium,3.4,0.76,207,67,315.5,128775,65.8,No
12/15/2024,250.17,Loamy,3.14,32.1,50,67.5,Forest Cover (%),152,5,21.65,65.8,108.8,42.5,34.7,20,Medium,4.8,0.62,112,60.9,309.7,128514,80,Yes
12/16/2024,256.49,Loamy,2.68,24.2,0,58.7,Forest Cover (%),177,3,24.58,66.5,81.7,40.6,34.4,15.7,High,4.6,0.79,180,77.2,390.6,125750,66.5,No
12/17/2024,251.28,Loamy,4.94,11.9,10,31.9,Forest Cover (%),165,4,15.2,73.4,95.4,43.9,31.5,17.6,Low,3.5,0.55,239,66.6,337.1,127342,82.6,Yes
12/18/2024,250.3,Sandy,4.55,21.7,1,82.1,Forest Cover (%),168,3,24.73,64.1,82.3,42.9,31.4,16.3,Medium,3.7,0.55,152,62.3,306.1,129870,76,Yes
12/19/2024,259.5,Alluvial,2.54,18.6,1,30.8,Forest Cover (%),171,5,15.92,88.8,105.6,43.1,32.3,16.3,High,3.9,0.7,132,50.3,313.4,120274,73.5,Yes
12/20/2024,256.72,Alluvial,4.26,36.7,50,32.5,Forest Cover (%),199,3,24.71,84.7,116.4,43.4,32.1,16.6,Low,3.4,0.5,245,54,358,123976,82.4,Yes
12/21/2024,253.58,Alluvial,4.79,17.1,0,75.5,Forest Cover (%),171,5,19.44,74.9,99.5,42,30.1,15.1,High,3.1,0.74,142,56.1,312.1,124182,76.6,Yes
12/22/2024,252.51,Alluvial,2.6,29.1,0,56.3,Forest Cover (%),199,5,15.5,81.7,108.5,41.6,31.1,17.4,Medium,3.5,0.61,102,77.6,310.4,126391,68.6,Yes
12/23/2024,252.28,Sandy,4.41,40.4,0,88.3,Forest Cover (%),161,5,24.29,76,109,40.4,33.3,19.3,Medium,4,0.64,145,52.8,310.9,125876,75.1,No
12/24/2024,256.05,Alluvial,2.28,12.8,10,83,Forest Cover (%),183,3,18.6,75,106.4,42.3,33.5,16.4,High,3.3,0.66,221,50.9,382.1,120276,84.8,No
12/25/2024,257.09,Sandy,3.91,34.1,20,40.8,Forest Cover (%),159,3,16.48,85.8,118.6,43.2,33,17.4,Low,4.7,0.76,229,64.9,304.9,127606,70.9,Yes
12/26/2024,252.51,Loamy,2.39,14.7,50,41.6,Forest Cover (%),150,5,22.27,81.8,114.2,41.9,30.5,17.9,Medium,3.8,0.69,139,67.1,321.6,126588,68.5,No
12/27/2024,256.03,Clayey,2.79,19.4,20,46,Forest Cover (%),155,3,17.32,80.5,87.2,41.2,32,16.6,Low,4,0.58,198,60.3,397.9,129209,72.6,No
12/28/2024,252.28,Alluvial,4.18,39.8,0,86.1,Forest Cover (%),156,5,19.5,90,105.1,43.4,30.4,15.3,High,4,0.7,171,73.5,316.5,126879,82.5,Yes
12/29/2024,253.82,Loamy,2.12,21.1,0,80.9,Forest Cover (%),198,3,24.55,79.7,81.1,44,33.7,15.3,Medium,3.2,0.63,151,59.2,326,124629,71.4,No
12/30/2024,256.2,Alluvial,3.59,12.9,1,62.3,Forest Cover (%),175,5,15.05,87,81,43.1,31.6,17.1,Medium,3.1,0.61,223,68.1,333.8,122069,76,No
12/31/2024,257.06,Clayey,2.81,22.7,20,70.4,Forest Cover (%),179,4,16.98,66,98.5,42.9,33,19.6,Low,3.9,0.63,144,69.7,312.9,125518,67,No
